ConceptID,ConceptLabel,Dependencies,TaxonomyID
83,Subsidies,81|82,PUBEC
84,Pigouvian Tax,74|82,PUBEC
85,Regulation,81,PUBEC
86,Antitrust Policy,71|85,PUBEC
87,Property Rights,1|78,PUBEC
88,Market Efficiency,18|33|44|45,PUBEC
89,Equity,1|10,PUBEC
90,Efficiency vs Equity,88|89,PUBEC
91,Tax Incidence,40|82,PUBEC
92,Welfare Economics,44|45|88|89,PUBEC
93,Gross Domestic Product,12,MACRO
94,GDP Calculation,93,MACRO
95,Nominal GDP,93|94,MACRO
96,Real GDP,95,MACRO
97,Per Capita GDP,96,MACRO
98,Economic Growth,96|97,MACRO
99,Standard of Living,97|98,MACRO
100,Unemployment,12|102,MACRO
101,Unemployment Rate,100,MACRO
102,Labor Force,16,MACRO
103,Frictional Unemployment,100,MACRO
104,Structural Unemployment,100|103,MACRO
105,Cyclical Unemployment,100|111,MACRO
106,Inflation,12,MACRO
107,Consumer Price Index,106,MACRO
108,Inflation Rate,106|107,MACRO
109,Deflation,106|108,MACRO
110,Purchasing Power,106|108,MACRO
111,Business Cycle,12|98,MACRO
112,Recession,111,MACRO
113,Money,1,MONEY
114,Functions of Money,113,MONEY
115,Medium of Exchange,114,MONEY
116,Store of Value,114|115,MONEY
117,Fiat Money,113|114,MONEY
118,Money Supply,113|117,MONEY
119,Banks,113|118,MONEY
120,Fractional Reserve Banking,119,MONEY
121,Federal Reserve,119|122,MONEY
122,Central Bank,119,MONEY
123,Interest Rates,118|119,MONEY
124,Open Market Operations,121|123,MONEY
125,Quantitative Easing,121|124,MONEY
126,Fiscal Policy,12|81,POLICY
127,Government Spending,126,POLICY
128,Taxation,82|126,POLICY
129,Budget Deficit,127|128,POLICY
130,National Debt,129,POLICY
131,Expansionary Fiscal Policy,126|127,POLICY
132,Contractionary Fiscal Policy,126|128,POLICY
133,Monetary Policy,12|121|123,POLICY
134,Expansionary Monetary Policy,133,POLICY
135,Contractionary Monetary Policy,133|134,POLICY
136,Aggregate Demand,12|19|93,POLICY
137,Aggregate Supply,12|28|93,POLICY
138,Multiplier Effect,127|136,POLICY
139,Crowding Out,129|138,POLICY
140,Stagflation,106|112,POLICY
141,Phillips Curve,100|106,POLICY
142,Policy Trade-offs,126|133|141,POLICY
143,International Trade,1|13,INTL
144,Exports,143,INTL
145,Imports,143|144,INTL
146,Trade Balance,144|145,INTL
147,Absolute Advantage,17|143,INTL
148,Comparative Advantage,3|147,INTL
149,Specialization,148,INTL
150,Tariffs,81|145,INTL
151,Free Trade,143|150,INTL
152,Protectionism,150|151,INTL
153,Exchange Rates,113|143,INTL
154,Currency Appreciation,153,INTL
155,Globalization,143|149|151,INTL
156,Personal Budget,3|4,PFIN
157,Income,16|102,PFIN
158,Saving,156|157,PFIN
159,Compound Interest,123|158,PFIN
160,Time Value of Money,159,PFIN
161,Present Value,160,PFIN
162,Rule of 72,159,PFIN
163,Credit,119|123,PFIN
164,Credit Score,163,PFIN
165,Debt,163,PFIN
166,Loans,119|163|165,PFIN
167,Mortgages,166,PFIN
168,Financial Literacy,156|163,PFIN
169,Emergency Fund,158|168,PFIN
170,Financial Goals,156|168,PFIN
171,Human Capital,16|102,PFIN
172,Career Economics,3|157|171,PFIN
173,Investment,158|178,INVEST
174,Stocks,173,INVEST
175,Bonds,173|174,INVEST
176,Mutual Funds,174|175|177,INVEST
177,Diversification,173|178,INVEST
178,Risk,3,INVEST
179,Return,173|178,INVEST
180,Risk-Return Trade-off,178|179,INVEST
181,Stock Market,174,INVEST
182,Retirement Savings,159|170|173,INVEST
183,Digital Economy,1|13,DIGITAL
184,Network Effects,183,DIGITAL
185,Platform Economics,183|184,DIGITAL
186,Two-Sided Markets,185,DIGITAL
187,Winner-Take-All Markets,184|186,DIGITAL
188,Information Goods,183,DIGITAL
189,Marginal Cost of Digital,55|188,DIGITAL
190,Attention Economy,183|188,DIGITAL
191,Sharing Economy,183|185,DIGITAL
192,Gig Economy,102|191,DIGITAL
193,E-commerce,143|183,DIGITAL
194,Cryptocurrency,113|195,DIGITAL
195,Blockchain,183,DIGITAL
196,Economic Misinformation,8|198,THINK
197,Correlation vs Causation,8|198,THINK
198,Data Interpretation,8,THINK
199,Cost-Benefit Analysis,3|5|92,THINK
200,Systems Thinking,8|73,THINK
201,Working in Teams,,CAPSTONE
202,Selecting a Project,1|201,CAPSTONE
203,Dividing the Work,201|202,CAPSTONE
204,Integrating the Findings,198|203,CAPSTONE
205,Presenting Findings,204,CAPSTONE
206,Using AI,8|198|205,CAPSTONE
